-24.645172,2.384201,2.309069,2.519721,1.865175,2.426203,-2.231635,1.997291,1
-26.186853,1.788449,5.130785,1.804955,1.141858,3.309741,-1.973341,2.676099,1
-30.067307,-2.642846,4.787773,-0.978888,-1.033007,-1.165549,1.478668,-1.394717,1
-29.658998,-1.027208,5.058177,0.340393,-0.148749,-0.367250,0.814449,-0.005611,1
-15.077172,0.717862,0.302031,2.568399,1.815730,4.696542,-3.801411,3.049196,1
-27.845737,0.908166,4.526914,1.289572,0.709275,1.134282,-0.419182,1.383503,1
-25.221244,-0.080935,1.867586,1.886428,0.801267,2.294864,-1.376212,1.778755,1
-28.720400,-2.256020,4.554335,-0.878071,-1.119173,-1.071719,1.065398,-1.171780,1
-25.146372,-4.088302,1.097436,-1.809452,-0.201830,-0.721355,0.262621,-1.244927,1
-28.985812,-0.727852,4.233869,0.437700,2.604044,0.470143,0.180050,0.576472,1
-26.966855,0.806007,4.878952,0.437825,0.672239,1.923041,-0.917267,1.576765,1
-29.938413,-2.405912,4.856542,-0.837812,-1.072276,-1.043042,1.362774,-1.237787,1
-25.052731,-1.250689,2.039314,-1.232950,2.310169,1.649964,-0.346011,1.052509,1
-28.939734,-1.182121,4.614392,-0.103341,0.073350,-0.627858,0.796374,-0.172835,1
-25.152577,-2.538085,2.176887,-0.939642,-0.572718,-0.102867,-0.413612,-0.675840,1
-29.224369,-1.694700,3.213572,0.921196,1.882839,1.496027,0.133740,0.611283,1
-28.446693,-0.073728,5.046564,0.407554,0.835266,2.136169,-0.414464,1.155695,1
-23.598265,0.407699,1.016069,2.172963,1.726039,3.922898,-2.817135,2.633891,1
-21.610370,-0.283370,0.794993,1.523970,1.955352,5.458586,-3.295719,2.572820,1
-29.452239,-0.901911,4.723674,0.434832,1.576464,0.645141,0.266104,0.543421,1
-28.966870,-2.203228,3.625833,0.009969,0.607008,1.262551,0.458966,0.076907,1
-25.919817,-1.515155,1.612312,-0.407762,2.201938,2.151860,-0.773017,0.361147,1
-26.128824,-5.500408,0.845048,-3.304845,-1.016796,-2.401278,0.835048,-2.159745,1
-28.610575,-3.432977,2.826820,-0.241174,-0.184756,0.854842,0.234370,-0.742107,1
-29.002083,-2.285636,4.601640,-0.872446,-1.136246,-1.096166,1.163923,-1.217151,1
-29.243060,-1.408516,4.138857,0.328122,-0.158728,-1.092340,1.214377,-0.433477,1
-28.723829,-2.274345,4.550336,-0.891955,-1.108205,-1.101411,1.085759,-1.207874,1
-28.057909,-1.533999,3.517460,0.358813,0.374353,0.751785,0.150729,0.228261,1
-28.146126,-2.904763,2.800614,0.321748,-0.067586,0.364493,0.279284,-0.124227,1
-29.541714,-2.001311,4.333530,0.505927,0.364877,1.437664,0.239625,0.240471,1
-22.243400,-0.452667,0.698795,1.615482,1.673388,4.407404,-2.981133,2.576766,1
-30.306836,-2.470482,4.933988,-0.842576,-0.986067,-1.046720,1.460306,-1.256194,1
-27.297728,0.003044,4.692162,0.313776,0.770224,2.015554,-0.658972,1.156028,1
-29.110098,-1.648744,4.348607,0.364091,0.256116,1.684540,0.012719,0.324137,1
-29.437950,-2.493542,4.387728,-0.542573,-0.664045,-0.437765,0.998205,-0.907676,1
-29.832134,-1.728613,4.156728,0.131845,-0.045511,-1.331705,1.478831,-0.707644,1
-23.656157,-2.481345,1.180783,-2.038057,4.049747,-1.099400,-0.592703,0.016658,1
-30.045568,-2.483146,4.110404,-0.019486,-0.143998,-0.334207,1.112822,-0.758616,1
-19.854791,0.972143,0.387446,1.887216,1.963124,5.358535,-3.912617,2.685271,1
-29.634838,-2.372800,4.769529,-0.855734,-1.130658,-1.101481,1.321808,-1.278081,1
-27.862967,-2.162553,2.547448,-0.143698,2.369309,2.205002,-0.286058,0.423753,1
-28.203645,-2.185914,4.345654,-0.921135,-1.216552,-1.253262,1.086664,-1.290501,1
-29.875751,-2.134832,4.444320,-0.096331,-0.412433,-0.916499,1.255215,-0.805234,1
-26.706538,0.068795,3.751378,0.918713,0.154562,1.496407,-0.770794,1.106276,1
-29.765480,-2.501897,4.576908,-0.652802,-0.749155,-0.657137,1.188407,-1.036089,1
-27.623625,-2.129325,3.374403,-0.528004,1.338842,1.881662,-0.414320,0.141378,1
-21.669965,0.434260,0.042783,1.409285,2.329686,1.386325,-2.732660,2.019264,1
