127.97,37.0616,8,124.298889,19.942285,265,318,504,1
131.73,35.7096,6,127.405432,8.134748,251,508,893,1
131.21,5.7139,3,131.456914,2.047222,203,330,772,1
130.83,55.0411,2,130.720617,3.791722,196,314,700,1
131.27,6.4099,6,126.294568,9.28881,253,304,524,1
134.4,20.1979,2,132.356296,4.121992,216,290,628,1
130.66,63.9716,1,127.118519,6.782095,266,524,970,1
132.36,15.4171,12,129.699877,7.512714,236,277,549,1
128.88,32.36,13,123.839877,17.287518,237,319,547,1
131.1,6.1444,5,131.159753,4.789901,247,249,636,1
131.82,2.6496,14,131.09321,5.749351,212,411,858,1
131.14,16.88,24,130.296543,12.244811,233,325,634,1
132.61,41.3284,3,131.233704,2.968251,225,431,887,1
131.1,59.8675,11,127.844198,20.162872,255,288,487,1
132.07,14.3256,17,132.41679,2.868964,216,400,865,1
132.02,9.8179,2,128.52358,5.146776,249,506,1011,1
131.56,28.9056,14,131.056667,8.241744,210,412,826,1
132.41,6.0971,8,131.781728,3.533643,233,286,715,1
131.11,18.8316,3,128.406296,8.379276,255,492,885,1
132.17,23.06,5,131.357407,8.912814,233,322,659,1
130.93,7.8875,0,130.399012,8.80796,241,441,939,1
130.56,18.5416,7,128.521975,13.560977,264,247,478,1
131.97,19.9379,19,131.956049,3.490821,203,353,886,1
132.68,41.2299,24,129.575309,20.371389,251,275,507,1
134.54,13.8931,3,132.332469,4.317438,203,307,747,1
132.54,45.6884,8,129.543704,6.788872,230,284,633,1
131.75,79.3076,3,129.289259,3.648973,267,425,828,1
132.35,2.8256,8,131.283086,4.519424,232,302,722,1
131.26,3.1816,12,131.828272,3.963202,217,283,691,1
131.63,22.4296,6,127.708765,9.908641,259,447,760,1
131.52,48.3676,5,129.348519,5.131998,235,479,936,1
131.88,58.7096,6,130.073827,3.254411,275,466,810,1
132.07,12.8084,21,131.457284,8.599986,209,365,796,1
133.34,7.06,0,131.018148,4.742948,218,471,1005,1
130.5,33.8891,2,129.305926,7.099869,238,460,861,1
131.2,3.7011,5,131.289506,4.022766,225,283,707,1
131.08,8.33,10,130.482469,4.510504,262,300,597,1
130.52,8.9376,5,130.794074,3.448557,260,400,858,1
132.1,3.6275,1,131.751728,3.570536,231,298,741,1
130.41,10.6924,13,130.924568,11.090151,216,416,896,1
131.51,52.5924,6,128.713333,4.436238,257,518,979,1
131.59,17.5659,6,131.43037,4.116663,260,355,728,1
129.3,44.3851,13,124.045432,11.140345,266,311,492,1
130.92,30.1171,13,127.849753,9.515587,251,262,474,1
131.53,4.1275,9,131.522593,6.486115,217,392,834,1
130.91,71.82,11,128.841852,8.822038,238,316,496,1
132.8,64.0376,7,131.698889,12.04324,235,313,622,1
130.56,2.3779,3,130.944198,9.25603,228,439,914,1
128.17,53.1404,10,126.383951,5.142217,291,277,480,1
132.14,8.7531,9,130.858272,5.821824,223,289,594,1
129.68,18.5939,11,127.741852,10.031609,205,287,522,1
132.12,6.4584,3,130.731358,4.787648,270,288,573,1
133,3.45,10,131.398765,4.885248,221,453,941,1
132.22,44.4576,2,127.99679,12.748587,260,281,616,1
130.08,46.9016,5,126.366667,13.569808,284,315,517,1
131.2,6.35,8,130.85679,4.380956,251,282,617,1
131.39,12.4419,10,131.590988,9.553702,228,437,890,1
129.8,18.2536,8,126.320741,15.484018,264,280,522,1
130.41,10.6931,18,131.176543,2.248887,205,378,901,1
131.19,16.1004,4,131.136667,12.807777,255,414,765,1
132.55,18.5675,3,131.590247,4.295436,214,306,778,1
131.41,9.4436,38,132.416543,2.260041,210,358,838,1
132.65,10.5004,2,132.470988,2.538733,212,341,839,1
131.24,8.2736,2,132.105432,3.296968,176,300,738,1
131.2,6.3499,8,130.904321,5.839328,194,335,694,1
132.86,14.1936,4,132.200494,5.352771,198,316,636,1
130.58,10.7331,14,131.585556,4.705588,230,289,680,1
130.76,42.6756,18,131.266049,6.50336,224,372,715,1
133.04,14.9204,5,127.904568,4.029106,256,542,1009,1
131.28,89.9971,4,129.518519,4.576977,229,493,968,1
130.96,77.3891,26,130.007407,12.531951,229,325,581,1
130.48,9.8411,16,130.899506,5.663513,189,428,905,1
131.3,113.19,20,130.709012,7.955379,216,314,587,1
131.58,80.9339,6,131.245185,17.225933,244,428,768,1
131.12,9.94,14,126.51358,10.529305,266,290,500,1
131.1,18.9419,7,129.927284,3.784569,261,296,574,1
131.56,73.3136,15,131.536296,4.776745,208,347,814,1
131.87,9.9499,21,131.739012,4.331472,220,282,698,1
130.13,4.7196,9,125.519383,15.93244,253,313,507,1
130.26,2.5051,9,130.894444,5.340826,218,421,980,1
130.54,15.8836,13,127.631728,7.800983,251,271,427,1
132.56,43.6811,3,131.381358,8.588235,239,373,750,1
129.48,19.19,6,126.650988,25.73835,262,281,501,1
132.44,5.0704,8,131.010494,3.981378,227,279,621,1
128.64,10.9371,14,126.260494,24.403999,271,302,505,1
130.66,17.9364,2,129.534691,12.76999,243,496,953,1
131.91,83.4971,11,128.250864,8.786077,232,330,522,1
129.52,62.0971,4,128.029753,5.664031,266,481,853,1
132.68,8.6291,0,131.912346,2.758851,207,281,707,1
126.36,63.37,20,122.545802,10.299565,284,309,488,1
131.2,10.9076,23,131.282469,4.809891,202,388,917,1
130.58,53.3836,0,129.196543,8.593938,246,462,854,1
